,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
183,698,"Bartlett, Jennifer",Female,born 1941,1941.0,,"Long Beach, United States",,http://www.tate.org.uk/art/artists/jennifer-bartlett-698
184,2478,"Bartolozzi, Francesco",Male,1727–1815,1727.0,1815.0,"Firenze, Italia","Lisboa, Portugal",http://www.tate.org.uk/art/artists/francesco-bartolozzi-2478
185,6217,"Basbaum, Ricardo",Male,born 1961,1961.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/ricardo-basbaum-6217
186,699,"Baselitz, Georg",Male,born 1938,1938.0,,"Sachsen, Deutschland",,http://www.tate.org.uk/art/artists/georg-baselitz-699
187,700,"Baskin, Leonard",Male,1922–2000,1922.0,2000.0,"New Brunswick, United States","Northampton, United States",http://www.tate.org.uk/art/artists/leonard-baskin-700
188,4915,"Batchelor, David",Male,born 1955,1955.0,,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/david-batchelor-4915
189,25,"Bateman, James",Male,1815–1849,1815.0,1849.0,,,http://www.tate.org.uk/art/artists/james-bateman-25
190,701,"Bateman, James",Male,1893–1959,1893.0,1959.0,"Kendal, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-bateman-701
191,26,"Bates, Harry",Male,1850–1899,1850.0,1899.0,"Stevenage, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/harry-bates-26
192,702,"Bates, Maxwell",Male,1906–1980,1906.0,1980.0,"Calgary, Canada","Victoria, Canada",http://www.tate.org.uk/art/artists/maxwell-bates-702
193,8807,"Batterham, Richard",Male,born 1936,1936.0,,United Kingdom,,http://www.tate.org.uk/art/artists/richard-batterham-8807
194,703,"Bauchant, André",Male,1873–1958,1873.0,1958.0,"Château-Renault, France","Montoire-sur-le-Loir, France",http://www.tate.org.uk/art/artists/andre-bauchant-703
195,704,"Bauer, Marius",Male,1867–1932,1867.0,1932.0,"s Gravenhage, Nederland","Amsterdam, Nederland",http://www.tate.org.uk/art/artists/marius-bauer-704
196,705,"Baumeister, Willi",Male,1889–1955,1889.0,1955.0,"Stuttgart, Deutschland","Stuttgart, Deutschland",http://www.tate.org.uk/art/artists/willi-baumeister-705
197,706,"Baumgarten, Lothar",Male,born 1944,1944.0,,"Rheinsberg, Deutschland",,http://www.tate.org.uk/art/artists/lothar-baumgarten-706
198,707,"Bawden, Edward",Male,1903–1989,1903.0,1989.0,Braintree,"Essex, United Kingdom",http://www.tate.org.uk/art/artists/edward-bawden-707
199,708,"Bawden, Richard",Male,born 1936,1936.0,,"Essex, United Kingdom",,http://www.tate.org.uk/art/artists/richard-bawden-708
200,709,"Baxter, Glen",Male,born 1944,1944.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/glen-baxter-709
201,710,"Baxter, Iain",Male,born 1936,1936.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/iain-baxter-710
202,2413,"Baxter, Thomas Tennant",Male,1894–1947,1894.0,1947.0,,,http://www.tate.org.uk/art/artists/thomas-tennant-baxter-2413
203,711,"Bayer, Herbert",Male,1900–1985,1900.0,1985.0,"Haag am Hausruck, Österreich","Santa Barbara, United States",http://www.tate.org.uk/art/artists/herbert-bayer-711
204,712,"Bayes, Gilbert",Male,1872–1953,1872.0,1953.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gilbert-bayes-712
205,713,"Bayes, Walter",Male,1869–1956,1869.0,1956.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-bayes-713
206,6275,"Baynard, Ed",Male,born 1940,1940.0,,"Washington, United States",,http://www.tate.org.uk/art/artists/ed-baynard-6275
207,714,"Baziotes, William",Male,1912–1963,1912.0,1963.0,"Pittsburgh, United States","New York, United States",http://www.tate.org.uk/art/artists/william-baziotes-714
208,27,"Beach, Thomas",Male,1738–1806,1738.0,1806.0,"Dorset, United Kingdom",Dorchester,http://www.tate.org.uk/art/artists/thomas-beach-27
209,2306,"Beale, Mary",Female,1633–1699,1633.0,1699.0,"Barrow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/mary-beale-2306
210,715,"Beament, Tib",Male,born 1941,1941.0,,Canada,,http://www.tate.org.uk/art/artists/tib-beament-715
211,2705,"Beard, John",Male,born 1943,1943.0,,"Aberdare, United Kingdom",,http://www.tate.org.uk/art/artists/john-beard-2705
212,716,"Beardsley, Aubrey",Male,1872–1898,1872.0,1898.0,"Brighton, United Kingdom","Menton, France",http://www.tate.org.uk/art/artists/aubrey-beardsley-716
213,28,"Beare, George",Male,active 1743–1749,1743.0,1749.0,,"Andover, United Kingdom",http://www.tate.org.uk/art/artists/george-beare-28
214,717,"Beattie, Basil",Male,born 1935,1935.0,,"Hartlepool, United Kingdom",,http://www.tate.org.uk/art/artists/basil-beattie-717
215,29,"Beaumont, Sir George Howland, Bt",Male,1753–1827,1753.0,1827.0,"Great Dunmow, United Kingdom","Leicestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29
216,10983,"Beban, Breda",Female,1952–2012,1952.0,2012.0,"Novi Sad, Jugoslavija",,http://www.tate.org.uk/art/artists/breda-beban-10983
217,718,"Becher, Prof. Bernd",,"1931–2007, born 1934",1931.0,,,,http://www.tate.org.uk/art/artists/bernd-becher-and-hilla-becher-718
218,2557,"Becker, Ferdinand",Male,active 1793–1825,1793.0,1825.0,,,http://www.tate.org.uk/art/artists/ferdinand-becker-2557
219,719,"Becker, Harald",Male,born 1940,1940.0,,Deutschland,,http://www.tate.org.uk/art/artists/harald-becker-719
220,6303,"Beckley, Bill",Male,born 1946,1946.0,,"Hamburg, United States",,http://www.tate.org.uk/art/artists/bill-beckley-6303
221,720,"Beckmann, Max",Male,1884–1950,1884.0,1950.0,"Leipzig, Deutschland","New York, United States",http://www.tate.org.uk/art/artists/max-beckmann-720
222,9118,"Bedia, Jose",Male,born 1959,1959.0,,,,http://www.tate.org.uk/art/artists/jose-bedia-9118
223,30,"Beechey, Sir William",Male,1753–1839,1753.0,1839.0,"Burford, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-beechey-30
224,721,"Beer, Richard",Male,born 1928,1928.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/richard-beer-721
225,722,"Beerbohm, Sir Max",Male,1872–1956,1872.0,1956.0,"London, United Kingdom","Rapallo, Italia",http://www.tate.org.uk/art/artists/sir-max-beerbohm-722
226,723,"Beeton, Alan",Male,1880–1942,1880.0,1942.0,"Hampstead, United Kingdom","Reading, United Kingdom",http://www.tate.org.uk/art/artists/alan-beeton-723
227,724,"Beggs, Guy",Male,born 1947,1947.0,,"Durban, South Africa",,http://www.tate.org.uk/art/artists/guy-beggs-724
228,31,"Behnes, William",Male,1795–1864,1795.0,1864.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-behnes-31
229,725,"Belcher, George",Male,1875–1947,1875.0,1947.0,"Greater London, United Kingdom","Chiddingfold, United Kingdom",http://www.tate.org.uk/art/artists/george-belcher-725
230,11822,"Belhaj-Kacem, Mehdi",Male,born 1973,1973.0,,"Paris, France",,http://www.tate.org.uk/art/artists/mehdi-belhaj-kacem-11822
231,726,"Bell, Graham",Male,1910–1943,1910.0,1943.0,South Africa,,http://www.tate.org.uk/art/artists/graham-bell-726
232,32,"Bell, John Zephaniah",Male,1794–1883,1794.0,1883.0,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/john-zephaniah-bell-32
233,727,"Bell, Larry",Male,born 1939,1939.0,,"Chicago, United States",,http://www.tate.org.uk/art/artists/larry-bell-727
234,728,"Bell, Laura Anning",Female,1867–1950,1867.0,1950.0,France,"London, United Kingdom",http://www.tate.org.uk/art/artists/laura-anning-bell-728
235,729,"Bell, Robert Anning",Male,1863–1933,1863.0,1933.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-anning-bell-729
236,730,"Bell, Trevor",Male,born 1930,1930.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/trevor-bell-730
237,731,"Bell, Vanessa",Female,1879–1961,1879.0,1961.0,"Kensington, United Kingdom","West Sussex, United Kingdom",http://www.tate.org.uk/art/artists/vanessa-bell-731
238,732,"Bellany, John",Male,1942–2013,1942.0,2013.0,"Port Seton, United Kingdom",,http://www.tate.org.uk/art/artists/john-bellany-732
239,733,"Bellegarde, Claude",Male,born 1927,1927.0,,"Paris, France",,http://www.tate.org.uk/art/artists/claude-bellegarde-733
240,735,"Bellingham-Smith, Elinor",Female,1906–1988,1906.0,1988.0,"London, United Kingdom","Ipswich, United Kingdom",http://www.tate.org.uk/art/artists/elinor-bellingham-smith-735
241,736,"Bellmer, Hans",Male,1902–1975,1902.0,1975.0,"Katowice, Polska","Paris, France",http://www.tate.org.uk/art/artists/hans-bellmer-736
242,2618,"Belloguet, A.",,19th century,1800.0,1899.0,,,http://www.tate.org.uk/art/artists/a-belloguet-2618
243,2549,"Benazech, Peter Paul",Male,c.1744–c.1783,1744.0,1783.0,,,http://www.tate.org.uk/art/artists/peter-paul-benazech-2549
244,18264,"Bendix Skyum Larsen, Nikolaj",,born 1971,1971.0,,,,http://www.tate.org.uk/art/artists/nikolaj-bendix-skyum-larsen-18264
245,7290,"Benglis, Lynda",Female,born 1941,1941.0,,"Louisiana, United States",,http://www.tate.org.uk/art/artists/lynda-benglis-7290
246,737,"Benjamin, Anthony",Male,1931–2002,1931.0,2002.0,"Hampshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/anthony-benjamin-737
247,33,"Bennett, William",Male,1811–1871,1811.0,1871.0,,,http://www.tate.org.uk/art/artists/william-bennett-33
248,738,"Benois, Alexander",Male,1870–1960,1870.0,1960.0,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/alexander-benois-738
249,739,"Benois, Nadia",Female,1896–1975,1896.0,1975.0,"Sankt-Peterburg, Rossiya","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/nadia-benois-739
250,2240,"Benrath, Frédéric",Male,born 1930,1930.0,,"Chatou, France",,http://www.tate.org.uk/art/artists/frederic-benrath-2240
251,740,"Benson, Abraham Harris",Male,1878–1929,1878.0,1929.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/abraham-harris-benson-740
252,741,"Béraud, Jean",Male,1849–1935,1849.0,1935.0,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/jean-beraud-741
253,742,"Berber, Mersad",Male,born 1940,1940.0,,"Bosanski Petrovac, Bosna i Hercegovina",,http://www.tate.org.uk/art/artists/mersad-berber-742
254,743,"Berg, Adrian",Male,1929–2011,1929.0,2011.0,"London, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/adrian-berg-743
255,18242,"Bergvall, Caroline",,born 1962,1962.0,,,,http://www.tate.org.uk/art/artists/caroline-bergvall-18242
256,2481,"Berkeley, Rev C J R",Male,,,,,,http://www.tate.org.uk/art/artists/rev-c-j-r-berkeley-2481
257,744,"Berman, Eugène",Male,1899–1972,1899.0,1972.0,"Sankt-Peterburg, Rossiya","Roma, Italia",http://www.tate.org.uk/art/artists/eugene-berman-744
258,745,"Bernik, Janez",Male,born 1933,1933.0,,Slovenija,,http://www.tate.org.uk/art/artists/janez-bernik-745
259,746,"Berry, John, CBE",Male,born 1925,1925.0,,,,http://www.tate.org.uk/art/artists/john-berry-746
260,2234,"Berthot, Jake",Male,born 1939,1939.0,,"Niagara Falls, United States",,http://www.tate.org.uk/art/artists/jake-berthot-2234
261,34,"Bettes, John",Male,active 1531–1570,1531.0,1570.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/john-bettes-34
262,747,"Beuys, Joseph",Male,1921–1986,1921.0,1986.0,"Krefeld, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/joseph-beuys-747
263,748,"Bevan, Robert",Male,1865–1925,1865.0,1925.0,"Hove, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-bevan-748
264,2371,"Bevan, Tony",Male,born 1951,1951.0,,"Bradford, United Kingdom",,http://www.tate.org.uk/art/artists/tony-bevan-2371
265,35,"Bewick, Thomas",Male,1753–1828,1753.0,1828.0,"England, United Kingdom",Gateshead,http://www.tate.org.uk/art/artists/thomas-bewick-35
266,5469,"Bhimji, Zarina",Female,born 1963,1963.0,,"Mbarara, Uganda",,http://www.tate.org.uk/art/artists/zarina-bhimji-5469
267,749,"Bicât, André",Male,1909–1996,1909.0,1996.0,"Essex, United Kingdom",,http://www.tate.org.uk/art/artists/andre-bicat-749
268,2296,"Bickerton, Ashley",Male,born 1959,1959.0,,Barbados,,http://www.tate.org.uk/art/artists/ashley-bickerton-2296
269,750,"Biederman, Charles",Male,1906– 2004,1906.0,2004.0,"Cleveland, United States",,http://www.tate.org.uk/art/artists/charles-biederman-750
270,15999,"Biermann, Aenne",Female,1893–1933,1893.0,1933.0,"Goch, Deutschland","Gera, Deutschland",http://www.tate.org.uk/art/artists/aenne-biermann-15999
271,1658,"Bigge, John",Male,1892–1973,1892.0,1973.0,"Oxford, United Kingdom",,http://www.tate.org.uk/art/artists/john-bigge-sir-john-amherst-selby-bigge-bt-1658
272,12110,"Bill, Simon",Male,born 1958,1958.0,,"Kingston-upon-Thames, United Kingdom",,http://www.tate.org.uk/art/artists/simon-bill-12110
273,2749,"Billingham, Richard",Male,born 1970,1970.0,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/richard-billingham-2749
274,751,"Binning, Bertram",Male,1909–1976,1909.0,1976.0,"Alberta, Canada","West Vancouver, Canada",http://www.tate.org.uk/art/artists/bertram-binning-751
275,752,"Bionda, Mario",Male,1913–1985,1913.0,1985.0,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-bionda-752
276,753,"Birch, Samuel John Lamorna",Male,1869–1955,1869.0,1955.0,Egremont,"England, United Kingdom",http://www.tate.org.uk/art/artists/samuel-john-lamorna-birch-753
277,36,"Bird, Edward",Male,1762–1819,1762.0,1819.0,"Wolverhampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-bird-36
278,754,"Bird, John",Male,born 1945,1945.0,,"Doncaster, United Kingdom",,http://www.tate.org.uk/art/artists/john-bird-754
279,16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",Male,established 2004,2004.0,,,,http://www.tate.org.uk/art/artists/birdhead-ji-weiyu-born-1980-song-tao-born-1979-16782
280,755,"Bishop, Henry",Male,1868–1939,1868.0,1939.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-bishop-755
281,756,"Bissier, Julius",Male,1893–1965,1893.0,1965.0,"Freiburg im Breisgau, Deutschland","Ascona, Schweiz",http://www.tate.org.uk/art/artists/julius-bissier-756
282,757,"Bissière, Roger",Male,1886–1964,1886.0,1964.0,"Lot-et-Garonne, France","Lot, France",http://www.tate.org.uk/art/artists/roger-bissiere-757
283,758,"Bissill, George",Male,1896–1973,1896.0,1973.0,"Fairford, United Kingdom",,http://www.tate.org.uk/art/artists/george-bissill-758
284,6500,"Bjørlo, Per Inge",Male,born 1952,1952.0,,"Ålesund, Norge",,http://www.tate.org.uk/art/artists/per-inge-bjrlo-6500
285,9260,Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo,,1982–98 born 1958; born 1958; born1963; born 1959; born 1958; born 1962; born 1960,1958.0,1998.0,,,http://www.tate.org.uk/art/artists/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-9260
286,11563,"Black, Karla",Female,born 1972,1972.0,,"Alexandria, United Kingdom",,http://www.tate.org.uk/art/artists/karla-black-11563
287,759,"Black, Sheila",Female,,,,,,http://www.tate.org.uk/art/artists/sheila-black-759
288,760,"Blackadder, Elizabeth",Female,born 1931,1931.0,,"Falkirk, United Kingdom",,http://www.tate.org.uk/art/artists/elizabeth-blackadder-760
289,761,"Blacker, Kate",Female,born 1955,1955.0,,"Petersfield, United Kingdom",,http://www.tate.org.uk/art/artists/kate-blacker-761
290,2245,"Blais, Jean-Charles",Male,born 1956,1956.0,,"Nantes, France",,http://www.tate.org.uk/art/artists/jean-charles-blais-2245
291,37,"Blake, Benjamin",Male,c.1790–c.1830,1790.0,1830.0,,,http://www.tate.org.uk/art/artists/benjamin-blake-37
292,762,"Blake, John",Male,born 1945,1945.0,,"Rhode Island, United States",,http://www.tate.org.uk/art/artists/john-blake-762
293,763,"Blake, Peter",Male,born 1932,1932.0,,"Dartford, United Kingdom",,http://www.tate.org.uk/art/artists/peter-blake-763
294,38,"Blake, Robert",Male,1762–1787,1762.0,1787.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-blake-38
295,39,"Blake, William",Male,1757–1827,1757.0,1827.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-blake-39
296,764,"Blamey, Norman",Male,1914–2000,1914.0,2000.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/norman-blamey-764
297,765,"Blanche, Jacques-Emile",Male,1861–1942,1861.0,1942.0,Auteuil,"Paris, France",http://www.tate.org.uk/art/artists/jacques-emile-blanche-765
298,766,"Bland, Beatrice",Female,1864–1951,1864.0,1951.0,"Lincolnshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/beatrice-bland-766
299,767,"Blaymires, Charles Henry",Male,1908–c.1970s,1908.0,1970.0,,,http://www.tate.org.uk/art/artists/charles-henry-blaymires-767
300,2759,"Bleckner, Ross",Male,born 1949,1949.0,,"New York, United States",,http://www.tate.org.uk/art/artists/ross-bleckner-2759
301,3652,"Blees Luxemburg, Rut",Female,born 1967,1967.0,,Deutschland,,http://www.tate.org.uk/art/artists/rut-blees-luxemburg-3652
302,768,"Bliss, Douglas Percy",Male,1900–1984,1900.0,1984.0,"Karachi, Pakistan",,http://www.tate.org.uk/art/artists/douglas-percy-bliss-768
303,769,"Bloch, Martin",Male,1883–1954,1883.0,1954.0,Schlesien,"London, United Kingdom",http://www.tate.org.uk/art/artists/martin-bloch-769
304,13711,"Blom, Ansuya",Female,born 1956,1956.0,,"Groningen, Nederland",,http://www.tate.org.uk/art/artists/ansuya-blom-13711
305,2229,"Blore, Edward",Male,1789–1879,1789.0,1879.0,"Stamford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-blore-2229
306,770,"Blow, Sandra",Female,1925–2006,1925.0,2006.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sandra-blow-770
307,13048,"Bo, Hou",Female,born 1924,1924.0,,Zhonghua,,http://www.tate.org.uk/art/artists/hou-bo-13048
308,771,"Boccioni, Umberto",Male,1882–1916,1882.0,1916.0,"Reggio di Calabria, Italia","Veneto, Italia",http://www.tate.org.uk/art/artists/umberto-boccioni-771
309,772,"Bochner, Mel",Male,born 1940,1940.0,,"Pittsburgh, United States",,http://www.tate.org.uk/art/artists/mel-bochner-772
310,773,"Bock, Théophile de",Male,1851–1904,1851.0,1904.0,"s Gravenhage, Nederland","Haarlem, Nederland",http://www.tate.org.uk/art/artists/theophile-de-bock-773
311,774,"Boden, Neville",Male,1929–1996,1929.0,1996.0,South Africa,,http://www.tate.org.uk/art/artists/neville-boden-774
312,40,"Boehm, Sir Joseph Edgar",Male,1834–1890,1834.0,1890.0,"Wien, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-joseph-edgar-boehm-40
313,7713,"Boetti, Alighiero",Male,1940–1994,1940.0,1994.0,"Torino, Italia",,http://www.tate.org.uk/art/artists/alighiero-e-boetti-7713
314,9822,"Bohm, Dorothy",Female,born 1924,1924.0,,"Königsberg in Bayern, Deutschland",,http://www.tate.org.uk/art/artists/dorothy-bohm-9822
